track_id,album_title,artist_name,genre,track_title
334,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Blahpunk
335,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Bored
336,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Breeder
337,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Brian's Garage
338,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Cabages in the sunset
339,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Chimpanzees disease
340,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Circles in London
341,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Count Dracula's castle
342,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Crash
343,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Cybernetics
344,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Denver
345,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Ding dang (skat)
346,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Disco Ghoul
347,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Down in the pits again
348,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Excretia
350,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Gotta Go
351,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Hippopotamus
352,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,In Arabia
353,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,In my Grandfather's Clock
354,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Julie Andrews
355,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Just you wait and see
356,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Little White Boxes
359,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,My Room
361,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Red coated young girlfriend
362,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Starsigns
363,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Sugar Bowl
364,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Sunspot activity
365,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,The Sound of Music
366,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,The Swamp
367,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,There goes my greenhouse
368,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Vampires
369,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Whistle while you work
370,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Why didn't Nero?
384,Summer Set,Blanketship,Electronic,Baja Jones
386,Summer Set,Blanketship,Electronic,Clapartroach
387,Summer Set,Blanketship,Electronic,I wish I wish
394,Boogie Witch,Boogie Witch,Rock,Boogie Hole
395,Boogie Witch,Boogie Witch,Rock,Transfiguration Boogie
396,On the Back of a Dying Beast: Volume 1,Borful Tang,Electronic,Juggernaut Soliloquy
397,On the Back of a Dying Beast: Volume 1,Borful Tang,Electronic,The Tides Of Land
398,Root,Borful Tang,Electronic,Borful Tang Loves Nomeansno
399,Root,Borful Tang,Electronic,ELI
400,On the Back of a Dying Beast: Volume 1,Borful Tang,Electronic,Electronic Interlude VI
401,On the Back of a Dying Beast: Volume 1,Borful Tang,Electronic,Modesto
402,On the Back of a Dying Beast: Volume 1,Borful Tang,Electronic,Oh Kap Soon
403,split with Sunshine Militant Children's Hour,Borful Tang,Electronic,Roach
404,On the Back of a Dying Beast: Volume 1,Borful Tang,Electronic,Wonder Inn
405,Root,Borful Tang,Electronic,Majestic Shuffle
406,On the Back of a Dying Beast: Volume 1,Borful Tang,Electronic,ELI
407,Root,Borful Tang,Electronic,Soundclash At Wonder Inn (ft. Qulfus)
408,split with Sunshine Militant Children's Hour,Borful Tang,Electronic,The Tides Of Land
410,Root,Borful Tang,Electronic,Lost on the Eastern Side of the Island
411,Root,Borful Tang,Electronic,Orp
412,Root,Borful Tang,Electronic,John And Mary - The Meeting
414,Root,Borful Tang,Electronic,John And Mary - The Restaurant
416,Root,Borful Tang,Electronic,Smyrna Snow Walk
461,blissblood.com,Cantonement Jazz Band,AvantGarde|International|,Bessemer
462,blissblood.com,Cantonement Jazz Band,AvantGarde|International|,Has Been Blues
463,blissblood.com,Cantonement Jazz Band,AvantGarde|International|,I'll Be Blue
464,blissblood.com,Cantonement Jazz Band,AvantGarde|International|,The Way I Feel Today
465,blissblood.com,Cantonement Jazz Band,AvantGarde|International|,Thinking Of You
520,Sing Like Birds,Celesteville,Rock,Invisible Tape
521,Sing Like Birds,Celesteville,Rock,A River Frozen In Place
522,Sing Like Birds,Celesteville,Rock,End Over End
523,Sing Like Birds,Celesteville,Rock,Black Is the Color of My True Love's Mail
524,Sing Like Birds,Celesteville,Rock,I Didn't Think the Oracle Was Talking to Me
525,Sing Like Birds,Celesteville,Rock,I Have Not Spoken All Day
526,Sing Like Birds,Celesteville,Rock,Do Not Talk
527,Sing Like Birds,Celesteville,Rock,For Jake Erdmann Et Al.
528,Sing Like Birds,Celesteville,Rock,An Odd Number of Stairs
529,Sing Like Birds,Celesteville,Rock,For the Dishroom at Meridian Park Hospital
530,Sing Like Birds,Celesteville,Rock,White Satin Bed
531,Sing Like Birds,Celesteville,Rock,"Night Air, Portland"
532,The Thrush,Chandeliers,Electronic,Big League
533,The Thrush,Chandeliers,Electronic,Mango Tree
534,One Mind,Charles Manson,Folk,I Can See You
535,One Mind,Charles Manson,Folk,Angels Fear To Tread
536,One Mind,Charles Manson,Folk,Riding On Your Fears
537,One Mind,Charles Manson,Folk,I Don't Need Water Sprinklers In The Desert
538,One Mind,Charles Manson,Folk,Your Magic Motion
539,One Mind,Charles Manson,Folk,Whoever You Are
540,One Mind,Charles Manson,Folk,The Black Pirate
541,One Mind,Charles Manson,Folk,So We Go Again
542,One Mind,Charles Manson,Folk,Self Is Eternal (What Our World Will Be)
543,One Mind,Charles Manson,Folk,Sometimes It Works Just Right
544,One Mind,Charles Manson,Folk,Sweet Words
545,One Mind,Charles Manson,Folk,Interpretations
546,One Mind,Charles Manson,Folk,If You Have No One
547,One Mind,Charles Manson,Folk,I Keep On Wondering (Interrupted)
548,One Mind,Charles Manson,Folk,1967- Mac Brother
549,One Mind,Charles Manson,Folk,"Venice, CA"
550,Unreleased,Chief Boima,Electronic,Cello Duet No. 1
562,Cinwaves,Cinwaves,Rock,Ex Lucky
563,Cinwaves,Cinwaves,Rock,Dumb Me Down
564,Cinwaves,Cinwaves,Rock,The Sugar Society
565,Cinwaves,Cinwaves,Rock,Sophia
566,Cinwaves,Cinwaves,Rock,Jasmine
567,Cinwaves,Cinwaves,Rock,Liberty's Bell
568,Cinwaves,Cinwaves,Rock,Disconnect
569,Cinwaves,Cinwaves,Rock,Shadow Law
570,Cinwaves,Cinwaves,Rock,Old Route 13
571,Cinwaves,Cinwaves,Rock,Medicine Chant
572,Cinwaves,Cinwaves,Rock,Awaken
573,Babylon Rules,Clockcleaner,Rock,When My Ship Comes In
574,Babylon Rules,Clockcleaner,Rock,Caliente Queen
579,CoCoComa,CoCoComa,Rock,(Tryin' To) Read My Mind
580,CoCoComa,CoCoComa,Rock,Premonition
583,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,HipHop,"WAR (If It Feels Good, Do It!)"
584,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,HipHop,Liberate The Children (Live)
585,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,HipHop,Weapons? What Weapons of Mass Destruction? (Live)
586,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,HipHop,War Is What They Got (Epilogue)
601,Habitats In the Wound,Dora Bleu,Folk,Ingrate
602,Clones of Eros,Dora Bleu,Folk,Disappearing
603,Clones of Eros,Dora Bleu,Folk,Lover of Nightmares
604,12 December 2007,Dora Bleu,Folk,Real Prisons
605,Double Dagger,Double Dagger,Rock,I Was So Bored I Wanted To Hang Myself On The Dancefloor
606,Double Dagger demo,Double Dagger,Rock,Attack of the Clones
607,Double Dagger demo,Double Dagger,Rock,Clare (Undone)
608,Double Dagger,Double Dagger,Rock,Punk Rock vs. Swiss Modernism
609,Ragged Rubble,Double Dagger,Rock,The Psychic
610,"""rebukes!""",Dragging an Ox Through Water,Folk,Aces
611,Dragging an Ox Through Water - S/T3INCH,Dragging an Ox Through Water,Folk,Bowl of Salt
612,The Tropics of Phenomenon,Dragging an Ox Through Water,Folk,Snowbank Treatment
617,Viridian City,Ed Askew,Folk,Burning Buddhas
618,Viridian City,Ed Askew,Folk,Smoke
619,Viridian City,Ed Askew,Folk,Pebble Beach
620,Viridian City,Ed Askew,Folk,Arabesque
621,Rainy Day Song,Ed Askew,Folk,Blue Eyed Baby
622,Viridian City,Ed Askew,Folk,Paper Cup
623,Viridian City,Ed Askew,Folk,The Cup Bearer (Jony Mede)
624,Viridian City,Ed Askew,Folk,Made In The City
625,Rainy Day Song,Ed Askew,Folk,Climbing To The Top
626,Viridian City,Ed Askew,Folk,At Home In The Factory
627,Viridian City,Ed Askew,Folk,Black Bird
628,Viridian City,Ed Askew,Folk,Friday Night
629,Viridian City,Ed Askew,Folk,Dancing On Water
630,Viridian City,Ed Askew,Folk,The City
631,Viridian City,Ed Askew,Folk,Buddha Smiles
633,"Funeral Home Session 7""",El Jesus De Magico,Rock,Indian Giver
634,"Funeral Home Session 7""",El Jesus De Magico,Rock,LGNO
635,"Funeral Home Session 7""",El Jesus De Magico,Rock,Xmas at Wounded Knee
641,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side One - Introduction
642,SNAP!,Ethan Persoff,Electronic,SNAP! (side one of two)
643,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side One - The Talent Contest
644,SNAP!,Ethan Persoff,Electronic,SNAP! (side two of two)
645,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side One - Dear Mr. Depieu
646,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side One - Reprise / The Bullshit Business Proposal / (end)
647,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side Two - Reset (and the Great Joke)
648,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side Two - Praise the Lord and Give Thanks
649,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side Two - Bean Bag
650,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side Two - Jake's Theme / Intermission
651,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side Three - Part One / Start
652,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side Three - Part Two
653,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side Three - Part Three
654,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side Three - Part Four
655,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side Three - Part Five / Stop
656,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side Four - Easy Slow and Easy (finale)
657,Spree: An Escape From Reality,Ethan Persoff,Electronic,Side Four - Record Label Track / Conclusion
658,"""I Stayed Home ..."" (single)",Ethan Persoff,Electronic,I Stayed Home ...
659,25 Lessons in HYPNOTISM,Ethan Persoff,Electronic,side 1 - complaint (knock on wood)
660,25 Lessons in HYPNOTISM,Ethan Persoff,Electronic,side 2 - dear mary elizabeth
661,25 Lessons in HYPNOTISM,Ethan Persoff,Electronic,side 3 - hidden speaking powers!
662,25 Lessons in HYPNOTISM,Ethan Persoff,Electronic,side 4 - upset german screaming
663,25 Lessons in HYPNOTISM,Ethan Persoff,Electronic,side 5 - conclusion
664,25 Lessons in HYPNOTISM,Ethan Persoff,Electronic,side 6 - not funny
665,Forty Minutes Forty Memories: Horrible Music by Ethan Persoff,Ethan Persoff,Electronic,Disneyland (edit)
669,Change Thoughts,Fanatic,HipHop,Dream
670,Change Thoughts (radio edit),Fanatic,HipHop,Triflin
671,Change Thoughts,Fanatic,HipHop,Triflin
673,Change Thoughts,Fanatic,HipHop,Rise
675,Change Thoughts,Fanatic,HipHop,Enterprizin
677,Change Thoughts,Fanatic,HipHop,The_Tension
679,Change Thoughts,Fanatic,HipHop,Change Thoughts
681,Change Thoughts,Fanatic,HipHop,Sunshine
682,Change Thoughts (radio edit),Fanatic,HipHop,Killer Crossover
683,Change Thoughts,Fanatic,HipHop,Killer Crossover
685,Change Thoughts,Fanatic,HipHop,late Night Show
687,Change Thoughts,Fanatic,HipHop,Murder
689,Change Thoughts,Fanatic,HipHop,Propose A Toast
690,Cataclysm,Flying Luttenbachers,Rock,Cataclysm
691,Retrospectiw IV,Flying Luttenbachers,Rock,Into the Vastness of Stupidity
692,The Void,Flying Luttenbachers,Rock,Part 4
693,Trauma,Flying Luttenbachers,Rock,Trauma 11
694,mp3 single with Faust,Food For Animals,HipHop,Planet Say (featuring Faust)
695,Cock Rock Disco 2006 Free Compilation,Food For Animals,HipHop,Elephants
711,The Severed Tongue Speaks For Everyone,The Functional Blackouts,Rock,Kamikaze!
712,The Severed Tongue Speaks For Everyone,The Functional Blackouts,Rock,Loch Ness Primitive
713,The Severed Tongue Speaks For Everyone,The Functional Blackouts,Rock,No Idea
714,The Cult From Moon Mountain,Fursaxa,Folk,Circle Moon
715,Kobold Moon,Fursaxa,Folk,Kokopelli
716,Kobold Moon,Fursaxa,Folk,Saxalainen
717,The Cult From Moon Mountain,Fursaxa,Folk,Tyranny
718,Kobold Moon,Fursaxa,Folk,Song Of The Spindle Berry
719,Take A hit,Fuzz Unlimited,Rock,Florida Tags
720,Take A hit,Fuzz Unlimited,Rock,Camera Shy
721,Take A hit,Fuzz Unlimited,Rock,Evil Twin
722,Take A hit,Fuzz Unlimited,Rock,Looking For A kiss
723,Take A hit,Fuzz Unlimited,Rock,Take A hit
777,Quickies,Glove Compartment,Rock,Relaxing
778,Quickies,Glove Compartment,Rock,Don't Call Me Tonite / Very Good
779,Quickies,Glove Compartment,Rock,Causing Disturbances
780,Quickies,Glove Compartment,Rock,Don't Peek-O
783,Quickies,Glove Compartment,Rock,Puffy Onyx
786,Quickies,Glove Compartment,Rock,Electric Guru
787,Quickies,Glove Compartment,Rock,Booger-Flicking Winners Go Freeh
788,Quickies,Glove Compartment,Rock,Vert
790,Quickies,Glove Compartment,Rock,"Up, Two?"
791,Quickies,Glove Compartment,Rock,6:30 Encephalitis Spraydown
792,Quickies,Glove Compartment,Rock,Everyone - am Masterbate
793,Quickies,Glove Compartment,Rock,The Hymn of the Honeymoon
795,Quickies,Glove Compartment,Rock,The Lower Frequencies
796,Quickies,Glove Compartment,Rock,We Would Be Friends
803,Character Assassination Bureau,Guinea Worms,Rock,Thinking About You
804,Character Assassination Bureau,Guinea Worms,Rock,Chock Fool of Nuts
805,Nightmare in a Ravaged Brain,Guinea Worms,Rock,Haymaker
806,Duct Tape You,Guinea Worms,Rock,Hello from Ohio
807,Fun With Your New Head,Guinea Worms,Rock,Spider Season
814,Hall of Fame (2000),Hall Of Fame,Folk,Motion Passings
821,"Sir 12"" EP",Hecuba,Pop,Sir
822,"Sir 12"" EP",Hecuba,Pop,Tom & Jerry
823,"Sir 12"" EP",Hecuba,Pop,YES
824,Here Comes A Big Black Cloud!!,Here Comes A Big Black Cloud!!,Rock,Black Mold
825,Pompeii,Here Comes A Big Black Cloud!!,Rock,Death March
826,Pompeii,Here Comes A Big Black Cloud!!,Rock,Graverobbin
827,Here Comes A Big Black Cloud!!,Here Comes A Big Black Cloud!!,Rock,Psychic Violence
828,Here Comes A Big Black Cloud!!,Here Comes A Big Black Cloud!!,Rock,Scrilla
829,Pompeii,Here Comes A Big Black Cloud!!,Rock,The Fly Pt. II
830,Here Comes A Big Black Cloud!!,Here Comes A Big Black Cloud!!,Rock,Vietnam
836,Heroin UK,Heroin UK,Rock,Sunsplash Dreamland
837,Heroin UK,Heroin UK,Rock,DopeSick
838,Heroin UK,Heroin UK,Rock,Wasteland
839,Heroin UK,Heroin UK,Rock,Just Like A Rose
840,Heroin UK,Heroin UK,Rock,Explosions
841,Heroin UK,Heroin UK,Rock,Big Nose
842,Heroin UK,Heroin UK,Rock,Baby
843,Heroin UK,Heroin UK,Rock,Today
844,Heroin UK,Heroin UK,Rock,Don't Wanna Die
845,Heroin UK,Heroin UK,Rock,Things You Say
846,Heroin UK,Heroin UK,Rock,Comin Down (The Wall)
847,Little Fury Things Sampler [V/A],Holzkopf,Pop,Rendered
851,Exploding Demon,Human Host,Rock,Six Realms
852,Exploding Demon,Human Host,Rock,Escape From the Organ Chamber
853,Black Mirror: Reflections In Global Musics (1915-1955),Hutzl Ukranian Ensemble,International,Welsinsni Melodyi
855,No Demo,I Am the Liquor,Rock,Aimless Journey
856,No Demo,I Am the Liquor,Rock,Last Nail In the Coffin
858,No Demo,I Am the Liquor,Rock,Blastered
859,No Demo,I Am the Liquor,Rock,Take a Walk
860,No Demo,I Am the Liquor,Rock,If I Can't Smoke & Swear I'm Fucked
861,No Demo,I Am the Liquor,Rock,Kicking & Screaming
862,No Demo,I Am the Liquor,Rock,Yr. Life Is a Curse
863,No Demo,I Am the Liquor,Rock,Bariwax
874,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,11.5.00:46  Dead Tech Chicago
875,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,4-27-01 hamburg (inoptrk9)
876,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,Acidiscipline
877,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,As If
878,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,Bad Carnival Acid
879,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,Cancer Trk 5
880,unreleased new recordings 2008,Illusion of Safety,Electronic,Gravelvoice one
881,unreleased new recordings 2008,Illusion of Safety,Electronic,I could be wrong
882,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,Immanent
883,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,Immerse (exc)
885,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,Live Lisbon two 2-19-08
886,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,ORD
887,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,Rules of the game (pt 1)
888,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,Time Remaining
889,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,Wasteland
896,Impediments,Impediments,Rock,2012
991,The Sounds of Megaphone Unlimited,Jason Willett,Rock,Song Recorded Immediately Upon Return from X-Ray Eyes tour '96
992,The Sounds of Megaphone Unlimited,Jason Willett,Rock,Beautiful Song w/ kick drum solo
993,The Sounds of Megaphone Unlimited,Jad Fair and Jason Willett,Rock,Or So I've Been Told
1007,King Kong Ding Dong,King Kong Ding Dong,Rock,Heya
1009,King Kong Ding Dong,King Kong Ding Dong,Rock,South Street Bridge
1013,Witchycraft,Knit Witch,Rock,Dawn of Swords
1014,Turk Street,Kowloon Walled City,Rock,"Turk, Taylor and Jones"
1015,Turk Street,Kowloon Walled City,Rock,My Hands Are Turning To Bricks
1016,Turk Street,Kowloon Walled City,Rock,Another Corporate Takeover
1017,Turk Street,Kowloon Walled City,Rock,Inheritance
1018,Turk Street,Kowloon Walled City,Rock,Make Us Pay
1020,Gasps &amp; Fissures,Kyle Bruckmann,Jazz,IIA: Gaps and Fictions
1021,Gasps &amp; Fissures,Kyle Bruckmann,Jazz,IIB: Exponential
1022,Intents &amp; Purposes,Kyle Bruckmann's Wrack,Jazz,Inasmuch As
1023,Intents &amp; Purposes,Kyle Bruckmann's Wrack,Jazz,Despite All Evidence to the Contrary
1028,Is Music Even Good?,Lazy Magnet,Rock,Masters Of Science Fiction
1029,Is Music Even Good?,Lazy Magnet,Rock,Wilder Climes
1041,Live at Grady's Record Refuge,Liquorball,Rock,Live with Steve MacKay of the Stooges
1042,Brave Nu World,Little Howlin' Wolf,Blues,Big Ole Bear
1043,Brave Nu World,Little Howlin' Wolf,Blues,I'm Shufflin'
1044,Brave Nu World,Little Howlin' Wolf,Blues,Last Double Eagle
1045,Brave Nu World,Little Howlin' Wolf,Blues,Baltimore Raven
1046,Brave Nu World,Little Howlin' Wolf,Blues,Eulb
1047,Brave Nu World,Little Howlin' Wolf,Blues,Astral Blue
1048,Brave Nu World,Little Howlin' Wolf,Blues,Blue Coochology
1049,Gospel Store Front,LO MOdA,Rock,Les Jardins (De L'bouli)
1050,Gospel Store Front,LO MOdA,Rock,Electric World
1051,Little Fury Things Sampler [V/A],Lop,Pop,A Warhead Dons Zithers
1052,Dilapidated Head & Torso Aggregations,Lovely Little Girls,Rock,Wide Mouth Penetrated Makeshift Mustache Man
1058,Doozy,Lozenge,Jazz,Credo
1059,Doozy,Lozenge,Jazz,Numbrcrunchr
1060,Doozy,Lozenge,Jazz,Fuck The man
1061,Undone,Lozenge,Jazz,Mr Fancy pants
1062,Undone,Lozenge,Jazz,Eyeteeth
1063,Undone,Lozenge,Jazz,No Fair
1064,Undone,Lozenge,Jazz,Undrbelly
1077,Headfirst Handshakes,Lungs Of A Giant,Rock,Polluted Man
1078,"LOAG/La Pieta split 7""",Lungs Of A Giant,Rock,Troubled
1079,Headfirst Handshakes,Lungs Of A Giant,Rock,Claws That Bite
1080,Headfirst Handshakes,Lungs Of A Giant,Rock,Vacationland
1081,The Bad Astronauts Present: The Suburbanoids,Lungs Of A Giant,Rock,Tryin' To Avoid The Suburbanoids
1082,Black Mirror: Reflections In Global Musics (1915-1955),M. Nguyen Van Minh-Con,International,Nam Nhi-tu
1085,Machinegong EP,Mahjongg,Electronic,jamdek
1086,Machinegong EP,Mahjongg,Electronic,countdown (the chicken)
1087,Kontpab,Mahjongg,Rock,Tell The Police The Truth
1088,Machinegong EP,Mahjongg,Electronic,aluminum
1089,Machinegong EP,Mahjongg,Electronic,(bishop) desmond tutu
1090,Machinegong EP,Mahjongg,Electronic,silver series (MDG remix)
1091,Machinegong EP,Mahjongg,Electronic,turf war (on a global scale)
1102,Opulence,Mary Halvorson and Weasel Walter,Rock,Rare Vodka from the Fourteenth Century
1105,Mayor Daley EP,Mayor Daley,Rock,Song 1
